Facilities,SKU_Code,SKU_Name,Inventory Units,inventory_in_transfer_qty,snapshot_date
WH-MUM,BGT_SKU_025,Night Repair Oil (Var 25),35,2,2025-06-16
WH-MUM,BGT_SKU_026,Deodorant Fresh (Var 26),0,0,2025-06-16
WH-MUM,BGT_SKU_027,Eye Cream Dark Circles (Var 27),21,1,2025-06-16
WH-MUM,BGT_SKU_028,Styling Gel Strong Hold (Var 28),333,34,2025-06-16
WH-MUM,BGT_SKU_029,Anti-Aging Cream (Var 29),59,0,2025-06-16
WH-MUM,BGT_SKU_030,Exfoliating Scrub (Var 30),485,25,2025-06-16
WH-MUM,BGT_SKU_031,Acne Spot Treatment (Var 31),0,0,2025-06-16
WH-MUM,BGT_SKU_032,Sheet Mask Brightening (Var 32),76,15,2025-06-16
WH-MUM,BGT_SKU_033,Anti-Aging Cream (Var 33),346,13,2025-06-16
WH-MUM,BGT_SKU_034,Lip Balm Tinted (Var 34),341,27,2025-06-16
WH-MUM,BGT_SKU_035,Lip Balm Tinted (Var 35),385,0,2025-06-16
WH-MUM,BGT_SKU_036,Conditioner Argan Oil (Var 36),147,11,2025-06-16
WH-MUM,BGT_SKU_037,Exfoliating Scrub (Var 37),494,0,2025-06-16
WH-MUM,BGT_SKU_038,Acne Spot Treatment (Var 38),30,6,2025-06-16
WH-MUM,BGT_SKU_039,Eye Cream Dark Circles (Var 39),0,0,2025-06-16
WH-MUM,BGT_SKU_040,Eye Cream Dark Circles (Var 40),434,0,2025-06-16
WH-MUM,BGT_SKU_041,Shaving Foam Sensitive (Var 41),0,0,2025-06-16
WH-MUM,BGT_SKU_042,Anti-Aging Cream (Var 42),331,24,2025-06-16
WH-MUM,BGT_SKU_043,Fragrance Eau De Parfum (Var 43),199,4,2025-06-16
WH-MUM,BGT_SKU_044,Shaving Foam Sensitive (Var 44),39,7,2025-06-16
WH-MUM,BGT_SKU_045,Acne Spot Treatment (Var 45),50,10,2025-06-16
WH-MUM,BGT_SKU_046,Hydrating Face Wash (Var 46),268,0,2025-06-16
WH-MUM,BGT_SKU_047,Shaving Foam Sensitive (Var 47),145,10,2025-06-16
WH-MUM,BGT_SKU_048,Eye Cream Dark Circles (Var 48),175,0,2025-06-16
WH-MUM,BGT_SKU_049,Night Repair Oil (Var 49),145,0,2025-06-16
WH-MUM,BGT_SKU_050,After Shave Balm (Var 50),301,0,2025-06-16
WH-MUM,BGT_SKU_051,After Shave Balm (Var 51),94,0,2025-06-16
WH-MUM,BGT_SKU_052,Exfoliating Scrub (Var 52),168,0,2025-06-16
WH-MUM,BGT_SKU_053,Charcoal Face Mask (Var 53),18,0,2025-06-16
WH-MUM,BGT_SKU_054,Conditioner Argan Oil (Var 54),485,3,2025-06-16
WH-MUM,BGT_SKU_055,Hydrating Face Wash (Var 55),411,0,2025-06-16
WH-MUM,BGT_SKU_056,Styling Gel Strong Hold (Var 56),0,0,2025-06-16
WH-MUM,BGT_SKU_057,Deodorant Fresh (Var 57),20,4,2025-06-16
WH-MUM,BGT_SKU_058,Vitamin C Serum (Var 58),309,0,2025-06-16
WH-MUM,BGT_SKU_059,Eye Cream Dark Circles (Var 59),463,0,2025-06-16
WH-MUM,BGT_SKU_060,Conditioner Argan Oil (Var 60),438,0,2025-06-16
WH-MUM,BGT_SKU_061,Vitamin C Serum (Var 61),425,30,2025-06-16
WH-MUM,BGT_SKU_062,Acne Spot Treatment (Var 62),153,17,2025-06-16
WH-MUM,BGT_SKU_063,Eye Cream Dark Circles (Var 63),112,22,2025-06-16
WH-MUM,BGT_SKU_064,Charcoal Face Mask (Var 64),146,0,2025-06-16
WH-MUM,BGT_SKU_065,Anti-Aging Cream (Var 65),289,30,2025-06-16
WH-MUM,BGT_SKU_066,Vitamin C Serum (Var 66),460,0,2025-06-16
WH-MUM,BGT_SKU_067,Shaving Foam Sensitive (Var 67),89,0,2025-06-16
WH-MUM,BGT_SKU_068,Beard Oil Premium (Var 68),131,16,2025-06-16
WH-MUM,BGT_SKU_069,Lip Balm Tinted (Var 69),171,9,2025-06-16
WH-MUM,BGT_SKU_070,After Shave Balm (Var 70),115,21,2025-06-16
WH-MUM,BGT_SKU_071,Acne Spot Treatment (Var 71),466,25,2025-06-16
WH-MUM,BGT_SKU_072,Conditioner Argan Oil (Var 72),482,0,2025-06-16
WH-MUM,BGT_SKU_073,Acne Spot Treatment (Var 73),249,46,2025-06-16
WH-MUM,BGT_SKU_074,Night Repair Oil (Var 74),32,0,2025-06-16
WH-MUM,BGT_SKU_075,Eye Cream Dark Circles (Var 75),385,0,2025-06-16
WH-MUM,BGT_SKU_076,Styling Gel Strong Hold (Var 76),5,0,2025-06-16
WH-MUM,BGT_SKU_077,Beard Oil Premium (Var 77),375,0,2025-06-16
WH-MUM,BGT_SKU_078,Vitamin C Serum (Var 78),227,0,2025-06-16
WH-MUM,BGT_SKU_079,Conditioner Argan Oil (Var 79),112,13,2025-06-16
WH-MUM,BGT_SKU_080,Acne Spot Treatment (Var 80),34,4,2025-06-16
WH-MUM,BGT_SKU_081,Deodorant Fresh (Var 81),39,0,2025-06-16
WH-MUM,BGT_SKU_082,Conditioner Argan Oil (Var 82),213,12,2025-06-16
WH-MUM,BGT_SKU_083,Conditioner Argan Oil (Var 83),99,0,2025-06-16
WH-MUM,BGT_SKU_084,Night Repair Oil (Var 84),339,0,2025-06-16
WH-MUM,BGT_SKU_085,Shaving Foam Sensitive (Var 85),441,12,2025-06-16
WH-MUM,BGT_SKU_086,Sunscreen SPF 50 (Var 86),149,10,2025-06-16
WH-MUM,BGT_SKU_087,After Shave Balm (Var 87),1,0,2025-06-16
WH-MUM,BGT_SKU_088,Body Lotion Cocoa (Var 88),200,0,2025-06-16
WH-MUM,BGT_SKU_089,Fragrance Eau De Parfum (Var 89),203,28,2025-06-16
WH-MUM,BGT_SKU_090,Conditioner Argan Oil (Var 90),127,0,2025-06-16
WH-MUM,BGT_SKU_091,Lip Balm Tinted (Var 91),230,46,2025-06-16
WH-MUM,BGT_SKU_092,Deodorant Fresh (Var 92),127,15,2025-06-16
WH-MUM,BGT_SKU_093,Acne Spot Treatment (Var 93),161,0,2025-06-16
WH-MUM,BGT_SKU_094,Body Lotion Cocoa (Var 94),33,0,2025-06-16
WH-MUM,BGT_SKU_095,Anti-Aging Cream (Var 95),285,25,2025-06-16
WH-MUM,BGT_SKU_096,Body Lotion Cocoa (Var 96),51,9,2025-06-16
WH-MUM,BGT_SKU_097,Charcoal Face Mask (Var 97),52,0,2025-06-16
WH-MUM,BGT_SKU_098,Hair Growth Shampoo (Var 98),313,0,2025-06-16
WH-MUM,BGT_SKU_099,Charcoal Face Mask (Var 99),64,0,2025-06-16
WH-MUM,BGT_SKU_100,Conditioner Argan Oil (Var 100),471,38,2025-06-16
WH-GGN,BGT_SKU_001,Styling Gel Strong Hold (Var 1),182,0,2025-06-16
WH-GGN,BGT_SKU_002,Night Repair Oil (Var 2),14,1,2025-06-16
WH-GGN,BGT_SKU_003,Hydrating Face Wash (Var 3),305,0,2025-06-16
WH-GGN,BGT_SKU_004,Deodorant Fresh (Var 4),331,0,2025-06-16
WH-GGN,BGT_SKU_005,Exfoliating Scrub (Var 5),0,0,2025-06-16
WH-GGN,BGT_SKU_006,Styling Gel Strong Hold (Var 6),11,2,2025-06-16
WH-GGN,BGT_SKU_007,Charcoal Face Mask (Var 7),16,0,2025-06-16
WH-GGN,BGT_SKU_008,Styling Gel Strong Hold (Var 8),47,0,2025-06-16
WH-GGN,BGT_SKU_009,Fragrance Eau De Parfum (Var 9),68,9,2025-06-16
WH-GGN,BGT_SKU_010,Shaving Foam Sensitive (Var 10),66,12,2025-06-16
WH-GGN,BGT_SKU_011,Sunscreen SPF 50 (Var 11),14,0,2025-06-16
WH-GGN,BGT_SKU_012,Styling Gel Strong Hold (Var 12),20,0,2025-06-16
WH-GGN,BGT_SKU_013,Body Lotion Cocoa (Var 13),188,0,2025-06-16
WH-GGN,BGT_SKU_014,Eye Cream Dark Circles (Var 14),277,10,2025-06-16
WH-GGN,BGT_SKU_015,Night Repair Oil (Var 15),4,0,2025-06-16
WH-GGN,BGT_SKU_016,Shaving Foam Sensitive (Var 16),360,13,2025-06-16
WH-GGN,BGT_SKU_017,Lip Balm Tinted (Var 17),305,45,2025-06-16
WH-GGN,BGT_SKU_018,Night Repair Oil (Var 18),396,32,2025-06-16
WH-GGN,BGT_SKU_019,Fragrance Eau De Parfum (Var 19),53,0,2025-06-16
WH-GGN,BGT_SKU_020,Sunscreen SPF 50 (Var 20),200,0,2025-06-16
WH-GGN,BGT_SKU_021,Shaving Foam Sensitive (Var 21),131,0,2025-06-16
WH-GGN,BGT_SKU_022,Exfoliating Scrub (Var 22),151,7,2025-06-16
WH-GGN,BGT_SKU_023,Exfoliating Scrub (Var 23),336,27,2025-06-16
WH-GGN,BGT_SKU_024,Night Repair Oil (Var 24),312,17,2025-06-16
WH-GGN,BGT_SKU_025,Night Repair Oil (Var 25),188,22,2025-06-16
WH-GGN,BGT_SKU_026,Deodorant Fresh (Var 26),385,11,2025-06-16
WH-GGN,BGT_SKU_027,Eye Cream Dark Circles (Var 27),162,0,2025-06-16
WH-GGN,BGT_SKU_028,Styling Gel Strong Hold (Var 28),230,0,2025-06-16
WH-GGN,BGT_SKU_029,Anti-Aging Cream (Var 29),93,0,2025-06-16
WH-GGN,BGT_SKU_030,Exfoliating Scrub (Var 30),372,33,2025-06-16
WH-GGN,BGT_SKU_031,Acne Spot Treatment (Var 31),398,0,2025-06-16
WH-GGN,BGT_SKU_032,Sheet Mask Brightening (Var 32),232,0,2025-06-16
WH-GGN,BGT_SKU_033,Anti-Aging Cream (Var 33),138,10,2025-06-16
WH-GGN,BGT_SKU_034,Lip Balm Tinted (Var 34),459,0,2025-06-16
WH-GGN,BGT_SKU_035,Lip Balm Tinted (Var 35),373,0,2025-06-16
WH-GGN,BGT_SKU_036,Conditioner Argan Oil (Var 36),343,0,2025-06-16
WH-GGN,BGT_SKU_037,Exfoliating Scrub (Var 37),489,0,2025-06-16
WH-GGN,BGT_SKU_038,Acne Spot Treatment (Var 38),60,0,2025-06-16
WH-GGN,BGT_SKU_039,Eye Cream Dark Circles (Var 39),428,0,2025-06-16
WH-GGN,BGT_SKU_040,Eye Cream Dark Circles (Var 40),113,0,2025-06-16
WH-GGN,BGT_SKU_041,Shaving Foam Sensitive (Var 41),490,42,2025-06-16
WH-GGN,BGT_SKU_042,Anti-Aging Cream (Var 42),287,0,2025-06-16
WH-GGN,BGT_SKU_043,Fragrance Eau De Parfum (Var 43),92,0,2025-06-16
WH-GGN,BGT_SKU_044,Shaving Foam Sensitive (Var 44),222,2,2025-06-16
WH-GGN,BGT_SKU_045,Acne Spot Treatment (Var 45),146,0,2025-06-16
WH-GGN,BGT_SKU_046,Hydrating Face Wash (Var 46),61,0,2025-06-16
WH-GGN,BGT_SKU_047,Shaving Foam Sensitive (Var 47),145,0,2025-06-16
WH-GGN,BGT_SKU_048,Eye Cream Dark Circles (Var 48),305,26,2025-06-16
WH-GGN,BGT_SKU_049,Night Repair Oil (Var 49),471,43,2025-06-16
WH-GGN,BGT_SKU_050,After Shave Balm (Var 50),442,39,2025-06-16
WH-GGN,BGT_SKU_051,After Shave Balm (Var 51),60,0,2025-06-16
WH-GGN,BGT_SKU_052,Exfoliating Scrub (Var 52),286,45,2025-06-16
WH-GGN,BGT_SKU_053,Charcoal Face Mask (Var 53),0,0,2025-06-16
WH-GGN,BGT_SKU_054,Conditioner Argan Oil (Var 54),219,9,2025-06-16
WH-GGN,BGT_SKU_055,Hydrating Face Wash (Var 55),62,0,2025-06-16
WH-GGN,BGT_SKU_056,Styling Gel Strong Hold (Var 56),124,0,2025-06-16
WH-GGN,BGT_SKU_057,Deodorant Fresh (Var 57),314,2,2025-06-16
WH-GGN,BGT_SKU_058,Vitamin C Serum (Var 58),22,2,2025-06-16
WH-GGN,BGT_SKU_059,Eye Cream Dark Circles (Var 59),337,5,2025-06-16
WH-GGN,BGT_SKU_060,Conditioner Argan Oil (Var 60),66,9,2025-06-16
WH-GGN,BGT_SKU_061,Vitamin C Serum (Var 61),325,38,2025-06-16
WH-GGN,BGT_SKU_062,Acne Spot Treatment (Var 62),218,0,2025-06-16
WH-GGN,BGT_SKU_063,Eye Cream Dark Circles (Var 63),164,26,2025-06-16
WH-GGN,BGT_SKU_064,Charcoal Face Mask (Var 64),41,5,2025-06-16
WH-GGN,BGT_SKU_065,Anti-Aging Cream (Var 65),82,7,2025-06-16
WH-GGN,BGT_SKU_066,Vitamin C Serum (Var 66),53,3,2025-06-16
WH-GGN,BGT_SKU_067,Shaving Foam Sensitive (Var 67),79,0,2025-06-16
WH-GGN,BGT_SKU_068,Beard Oil Premium (Var 68),484,28,2025-06-16
WH-GGN,BGT_SKU_069,Lip Balm Tinted (Var 69),11,0,2025-06-16
WH-GGN,BGT_SKU_070,After Shave Balm (Var 70),174,2,2025-06-16
WH-GGN,BGT_SKU_071,Acne Spot Treatment (Var 71),91,10,2025-06-16
WH-GGN,BGT_SKU_072,Conditioner Argan Oil (Var 72),450,37,2025-06-16
WH-GGN,BGT_SKU_073,Acne Spot Treatment (Var 73),451,30,2025-06-16
WH-GGN,BGT_SKU_074,Night Repair Oil (Var 74),288,0,2025-06-16
WH-GGN,BGT_SKU_075,Eye Cream Dark Circles (Var 75),68,0,2025-06-16
WH-GGN,BGT_SKU_076,Styling Gel Strong Hold (Var 76),155,0,2025-06-16
WH-GGN,BGT_SKU_077,Beard Oil Premium (Var 77),273,35,2025-06-16
WH-GGN,BGT_SKU_078,Vitamin C Serum (Var 78),28,3,2025-06-16
WH-GGN,BGT_SKU_079,Conditioner Argan Oil (Var 79),145,7,2025-06-16
WH-GGN,BGT_SKU_080,Acne Spot Treatment (Var 80),232,0,2025-06-16
WH-GGN,BGT_SKU_081,Deodorant Fresh (Var 81),83,0,2025-06-16
WH-GGN,BGT_SKU_082,Conditioner Argan Oil (Var 82),32,0,2025-06-16
WH-GGN,BGT_SKU_083,Conditioner Argan Oil (Var 83),468,4,2025-06-16
WH-GGN,BGT_SKU_084,Night Repair Oil (Var 84),206,31,2025-06-16
WH-GGN,BGT_SKU_085,Shaving Foam Sensitive (Var 85),98,13,2025-06-16
WH-GGN,BGT_SKU_086,Sunscreen SPF 50 (Var 86),474,49,2025-06-16
WH-GGN,BGT_SKU_087,After Shave Balm (Var 87),170,24,2025-06-16
WH-GGN,BGT_SKU_088,Body Lotion Cocoa (Var 88),191,36,2025-06-16
WH-GGN,BGT_SKU_089,Fragrance Eau De Parfum (Var 89),0,0,2025-06-16
WH-GGN,BGT_SKU_090,Conditioner Argan Oil (Var 90),125,4,2025-06-16
WH-GGN,BGT_SKU_091,Lip Balm Tinted (Var 91),439,0,2025-06-16
WH-GGN,BGT_SKU_092,Deodorant Fresh (Var 92),451,0,2025-06-16
WH-GGN,BGT_SKU_093,Acne Spot Treatment (Var 93),0,0,2025-06-16
WH-GGN,BGT_SKU_094,Body Lotion Cocoa (Var 94),305,0,2025-06-16
WH-GGN,BGT_SKU_095,Anti-Aging Cream (Var 95),326,48,2025-06-16
WH-GGN,BGT_SKU_096,Body Lotion Cocoa (Var 96),0,0,2025-06-16
WH-GGN,BGT_SKU_097,Charcoal Face Mask (Var 97),65,0,2025-06-16
WH-GGN,BGT_SKU_098,Hair Growth Shampoo (Var 98),391,0,2025-06-16
WH-GGN,BGT_SKU_099,Charcoal Face Mask (Var 99),8,0,2025-06-16
WH-GGN,BGT_SKU_100,Conditioner Argan Oil (Var 100),429,0,2025-06-16
WH-BLR,BGT_SKU_001,Styling Gel Strong Hold (Var 1),28,0,2025-06-16
WH-BLR,BGT_SKU_002,Night Repair Oil (Var 2),485,0,2025-06-16
WH-BLR,BGT_SKU_003,Hydrating Face Wash (Var 3),319,0,2025-06-16
WH-BLR,BGT_SKU_004,Deodorant Fresh (Var 4),442,3,2025-06-16
WH-BLR,BGT_SKU_005,Exfoliating Scrub (Var 5),250,0,2025-06-16
WH-BLR,BGT_SKU_006,Styling Gel Strong Hold (Var 6),0,0,2025-06-16
WH-BLR,BGT_SKU_007,Charcoal Face Mask (Var 7),346,11,2025-06-16
WH-BLR,BGT_SKU_008,Styling Gel Strong Hold (Var 8),422,0,2025-06-16
WH-BLR,BGT_SKU_009,Fragrance Eau De Parfum (Var 9),254,0,2025-06-16
WH-BLR,BGT_SKU_010,Shaving Foam Sensitive (Var 10),137,0,2025-06-16
WH-BLR,BGT_SKU_011,Sunscreen SPF 50 (Var 11),497,0,2025-06-16
WH-BLR,BGT_SKU_012,Styling Gel Strong Hold (Var 12),217,10,2025-06-16
WH-BLR,BGT_SKU_013,Body Lotion Cocoa (Var 13),250,13,2025-06-16
WH-BLR,BGT_SKU_014,Eye Cream Dark Circles (Var 14),134,0,2025-06-16
WH-BLR,BGT_SKU_015,Night Repair Oil (Var 15),279,40,2025-06-16
WH-BLR,BGT_SKU_016,Shaving Foam Sensitive (Var 16),305,16,2025-06-16
WH-BLR,BGT_SKU_017,Lip Balm Tinted (Var 17),22,0,2025-06-16
WH-BLR,BGT_SKU_018,Night Repair Oil (Var 18),0,0,2025-06-16
WH-BLR,BGT_SKU_019,Fragrance Eau De Parfum (Var 19),391,42,2025-06-16
WH-BLR,BGT_SKU_020,Sunscreen SPF 50 (Var 20),0,0,2025-06-16
WH-BLR,BGT_SKU_021,Shaving Foam Sensitive (Var 21),90,0,2025-06-16
WH-BLR,BGT_SKU_022,Exfoliating Scrub (Var 22),310,38,2025-06-16
WH-BLR,BGT_SKU_023,Exfoliating Scrub (Var 23),143,3,2025-06-16
WH-BLR,BGT_SKU_024,Night Repair Oil (Var 24),336,19,2025-06-16
WH-BLR,BGT_SKU_025,Night Repair Oil (Var 25),275,11,2025-06-16
WH-BLR,BGT_SKU_026,Deodorant Fresh (Var 26),0,0,2025-06-16
WH-BLR,BGT_SKU_027,Eye Cream Dark Circles (Var 27),396,0,2025-06-16
WH-BLR,BGT_SKU_028,Styling Gel Strong Hold (Var 28),51,0,2025-06-16
WH-BLR,BGT_SKU_029,Anti-Aging Cream (Var 29),0,0,2025-06-16
WH-BLR,BGT_SKU_030,Exfoliating Scrub (Var 30),291,41,2025-06-16
WH-BLR,BGT_SKU_031,Acne Spot Treatment (Var 31),11,0,2025-06-16
WH-BLR,BGT_SKU_032,Sheet Mask Brightening (Var 32),148,12,2025-06-16
WH-BLR,BGT_SKU_033,Anti-Aging Cream (Var 33),368,0,2025-06-16
WH-BLR,BGT_SKU_034,Lip Balm Tinted (Var 34),73,5,2025-06-16
WH-BLR,BGT_SKU_035,Lip Balm Tinted (Var 35),162,0,2025-06-16
WH-BLR,BGT_SKU_036,Conditioner Argan Oil (Var 36),486,48,2025-06-16
WH-BLR,BGT_SKU_037,Exfoliating Scrub (Var 37),357,0,2025-06-16
WH-BLR,BGT_SKU_038,Acne Spot Treatment (Var 38),104,0,2025-06-16
WH-BLR,BGT_SKU_039,Eye Cream Dark Circles (Var 39),78,0,2025-06-16
WH-BLR,BGT_SKU_040,Eye Cream Dark Circles (Var 40),194,31,2025-06-16
WH-BLR,BGT_SKU_041,Shaving Foam Sensitive (Var 41),363,0,2025-06-16
WH-BLR,BGT_SKU_042,Anti-Aging Cream (Var 42),458,4,2025-06-16
WH-BLR,BGT_SKU_043,Fragrance Eau De Parfum (Var 43),190,0,2025-06-16
WH-BLR,BGT_SKU_044,Shaving Foam Sensitive (Var 44),57,5,2025-06-16
WH-BLR,BGT_SKU_045,Acne Spot Treatment (Var 45),424,0,2025-06-16
WH-BLR,BGT_SKU_046,Hydrating Face Wash (Var 46),87,15,2025-06-16
WH-BLR,BGT_SKU_047,Shaving Foam Sensitive (Var 47),357,48,2025-06-16
WH-BLR,BGT_SKU_048,Eye Cream Dark Circles (Var 48),105,0,2025-06-16
WH-BLR,BGT_SKU_049,Night Repair Oil (Var 49),316,0,2025-06-16
WH-BLR,BGT_SKU_050,After Shave Balm (Var 50),221,31,2025-06-16
WH-BLR,BGT_SKU_051,After Shave Balm (Var 51),425,0,2025-06-16
WH-BLR,BGT_SKU_052,Exfoliating Scrub (Var 52),169,0,2025-06-16
WH-BLR,BGT_SKU_053,Charcoal Face Mask (Var 53),393,31,2025-06-16
WH-BLR,BGT_SKU_054,Conditioner Argan Oil (Var 54),316,5,2025-06-16
WH-BLR,BGT_SKU_055,Hydrating Face Wash (Var 55),63,0,2025-06-16
WH-BLR,BGT_SKU_056,Styling Gel Strong Hold (Var 56),169,19,2025-06-16
WH-BLR,BGT_SKU_057,Deodorant Fresh (Var 57),335,0,2025-06-16
WH-BLR,BGT_SKU_058,Vitamin C Serum (Var 58),193,0,2025-06-16
WH-BLR,BGT_SKU_059,Eye Cream Dark Circles (Var 59),349,14,2025-06-16
WH-BLR,BGT_SKU_060,Conditioner Argan Oil (Var 60),491,0,2025-06-16
WH-BLR,BGT_SKU_061,Vitamin C Serum (Var 61),476,31,2025-06-16
WH-BLR,BGT_SKU_062,Acne Spot Treatment (Var 62),25,5,2025-06-16
WH-BLR,BGT_SKU_063,Eye Cream Dark Circles (Var 63),178,0,2025-06-16
WH-BLR,BGT_SKU_064,Charcoal Face Mask (Var 64),158,0,2025-06-16
WH-BLR,BGT_SKU_065,Anti-Aging Cream (Var 65),68,0,2025-06-16
WH-BLR,BGT_SKU_066,Vitamin C Serum (Var 66),362,0,2025-06-16
WH-BLR,BGT_SKU_067,Shaving Foam Sensitive (Var 67),91,17,2025-06-16
WH-BLR,BGT_SKU_068,Beard Oil Premium (Var 68),461,25,2025-06-16
WH-BLR,BGT_SKU_069,Lip Balm Tinted (Var 69),278,49,2025-06-16
WH-BLR,BGT_SKU_070,After Shave Balm (Var 70),385,0,2025-06-16
WH-BLR,BGT_SKU_071,Acne Spot Treatment (Var 71),94,10,2025-06-16
WH-BLR,BGT_SKU_072,Conditioner Argan Oil (Var 72),328,0,2025-06-16
WH-BLR,BGT_SKU_073,Acne Spot Treatment (Var 73),278,0,2025-06-16
WH-BLR,BGT_SKU_074,Night Repair Oil (Var 74),94,0,2025-06-16
WH-BLR,BGT_SKU_075,Eye Cream Dark Circles (Var 75),140,15,2025-06-16
WH-BLR,BGT_SKU_076,Styling Gel Strong Hold (Var 76),0,0,2025-06-16
WH-BLR,BGT_SKU_077,Beard Oil Premium (Var 77),122,4,2025-06-16
WH-BLR,BGT_SKU_078,Vitamin C Serum (Var 78),497,6,2025-06-16
WH-BLR,BGT_SKU_079,Conditioner Argan Oil (Var 79),337,0,2025-06-16
WH-BLR,BGT_SKU_080,Acne Spot Treatment (Var 80),59,9,2025-06-16
WH-BLR,BGT_SKU_081,Deodorant Fresh (Var 81),345,0,2025-06-16
WH-BLR,BGT_SKU_082,Conditioner Argan Oil (Var 82),348,39,2025-06-16
WH-BLR,BGT_SKU_083,Conditioner Argan Oil (Var 83),364,0,2025-06-16
WH-BLR,BGT_SKU_084,Night Repair Oil (Var 84),0,0,2025-06-16
WH-BLR,BGT_SKU_085,Shaving Foam Sensitive (Var 85),119,0,2025-06-16
WH-BLR,BGT_SKU_086,Sunscreen SPF 50 (Var 86),303,16,2025-06-16
WH-BLR,BGT_SKU_087,After Shave Balm (Var 87),81,0,2025-06-16
WH-BLR,BGT_SKU_088,Body Lotion Cocoa (Var 88),428,8,2025-06-16
WH-BLR,BGT_SKU_089,Fragrance Eau De Parfum (Var 89),403,48,2025-06-16
WH-BLR,BGT_SKU_090,Conditioner Argan Oil (Var 90),444,0,2025-06-16
WH-BLR,BGT_SKU_091,Lip Balm Tinted (Var 91),483,20,2025-06-16
WH-BLR,BGT_SKU_092,Deodorant Fresh (Var 92),113,17,2025-06-16
WH-BLR,BGT_SKU_093,Acne Spot Treatment (Var 93),0,0,2025-06-16
WH-BLR,BGT_SKU_094,Body Lotion Cocoa (Var 94),0,0,2025-06-16
WH-BLR,BGT_SKU_095,Anti-Aging Cream (Var 95),19,2,2025-06-16
WH-BLR,BGT_SKU_096,Body Lotion Cocoa (Var 96),452,4,2025-06-16
WH-BLR,BGT_SKU_097,Charcoal Face Mask (Var 97),338,0,2025-06-16
WH-BLR,BGT_SKU_098,Hair Growth Shampoo (Var 98),267,15,2025-06-16
WH-BLR,BGT_SKU_099,Charcoal Face Mask (Var 99),289,37,2025-06-16
WH-BLR,BGT_SKU_100,Conditioner Argan Oil (Var 100),121,19,2025-06-16
WH-KOL,BGT_SKU_001,Styling Gel Strong Hold (Var 1),193,0,2025-06-16
WH-KOL,BGT_SKU_002,Night Repair Oil (Var 2),408,29,2025-06-16
WH-KOL,BGT_SKU_003,Hydrating Face Wash (Var 3),246,16,2025-06-16
WH-KOL,BGT_SKU_004,Deodorant Fresh (Var 4),251,0,2025-06-16
WH-KOL,BGT_SKU_005,Exfoliating Scrub (Var 5),335,0,2025-06-16
WH-KOL,BGT_SKU_006,Styling Gel Strong Hold (Var 6),303,28,2025-06-16
WH-KOL,BGT_SKU_007,Charcoal Face Mask (Var 7),484,0,2025-06-16
WH-KOL,BGT_SKU_008,Styling Gel Strong Hold (Var 8),286,0,2025-06-16
WH-KOL,BGT_SKU_009,Fragrance Eau De Parfum (Var 9),25,5,2025-06-16
WH-KOL,BGT_SKU_010,Shaving Foam Sensitive (Var 10),234,29,2025-06-16
WH-KOL,BGT_SKU_011,Sunscreen SPF 50 (Var 11),424,42,2025-06-16
WH-KOL,BGT_SKU_012,Styling Gel Strong Hold (Var 12),318,21,2025-06-16
WH-KOL,BGT_SKU_013,Body Lotion Cocoa (Var 13),116,13,2025-06-16
WH-KOL,BGT_SKU_014,Eye Cream Dark Circles (Var 14),214,0,2025-06-16
WH-KOL,BGT_SKU_015,Night Repair Oil (Var 15),154,11,2025-06-16
WH-KOL,BGT_SKU_016,Shaving Foam Sensitive (Var 16),397,0,2025-06-16
WH-KOL,BGT_SKU_017,Lip Balm Tinted (Var 17),363,46,2025-06-16
WH-KOL,BGT_SKU_018,Night Repair Oil (Var 18),425,0,2025-06-16
WH-KOL,BGT_SKU_019,Fragrance Eau De Parfum (Var 19),157,10,2025-06-16
WH-KOL,BGT_SKU_020,Sunscreen SPF 50 (Var 20),464,0,2025-06-16
WH-KOL,BGT_SKU_021,Shaving Foam Sensitive (Var 21),0,0,2025-06-16
WH-KOL,BGT_SKU_022,Exfoliating Scrub (Var 22),142,0,2025-06-16
WH-KOL,BGT_SKU_023,Exfoliating Scrub (Var 23),464,0,2025-06-16
WH-KOL,BGT_SKU_024,Night Repair Oil (Var 24),375,0,2025-06-16
WH-KOL,BGT_SKU_025,Night Repair Oil (Var 25),160,31,2025-06-16
WH-KOL,BGT_SKU_026,Deodorant Fresh (Var 26),72,0,2025-06-16
WH-KOL,BGT_SKU_027,Eye Cream Dark Circles (Var 27),200,0,2025-06-16
WH-KOL,BGT_SKU_028,Styling Gel Strong Hold (Var 28),283,0,2025-06-16
WH-KOL,BGT_SKU_029,Anti-Aging Cream (Var 29),460,0,2025-06-16
WH-KOL,BGT_SKU_030,Exfoliating Scrub (Var 30),0,0,2025-06-16
WH-KOL,BGT_SKU_031,Acne Spot Treatment (Var 31),369,18,2025-06-16
WH-KOL,BGT_SKU_032,Sheet Mask Brightening (Var 32),123,0,2025-06-16
WH-KOL,BGT_SKU_033,Anti-Aging Cream (Var 33),251,28,2025-06-16
WH-KOL,BGT_SKU_034,Lip Balm Tinted (Var 34),201,0,2025-06-16
WH-KOL,BGT_SKU_035,Lip Balm Tinted (Var 35),404,0,2025-06-16
WH-KOL,BGT_SKU_036,Conditioner Argan Oil (Var 36),357,0,2025-06-16
WH-KOL,BGT_SKU_037,Exfoliating Scrub (Var 37),366,0,2025-06-16
WH-KOL,BGT_SKU_038,Acne Spot Treatment (Var 38),338,0,2025-06-16
